name,mz
PE_head_FA(7:0(Ke)),339.108865
PE_head_FA(7:0),325.1296
PE_head_FA(7:0(OH)),341.124515
PE_head_FA(7:3),319.08265
PE_head_FA(7:2),399.00881
"PE_head_FA(80:0)(OH,cyclo2)",1360.235669
"PE_head_FA(81:0)(OH,Ke,cyclo)",1390.246233
"PE_head_FA(82:0)(OH,Ke,cyclo)",1404.261883
"PE_head_FA(84:0)(OH,Ke,cyclo)",1432.293183
"PE_head_FA(84:0)(OH2,cyclo)",1434.308833
"PE_head_FA(87:0)(OH,Ke,cyclo)",1474.340133
"PE_head_FA(87:0)(OH2,cyclo)",1476.355783
PE_head_FA(8:2),335.11395
PE_head_FA(8:2)(OH),351.108865
PE_head_FA(8:0(KE2)),367.10378
PE_head_FA(8:1),337.1296
PE_head_FA(8:1(OH)),353.124515
PE_head_FA(8:0),339.14525
PE_head_FA(8:0(OH)),355.140165
PE_head_FA(8:0(OH2)),371.13508
PE_head_FA(8:6),327.051349
PE_head_FA(8:5),329.067
PE_head_FA(9:1),379.103779
PE_head_FA(19:2),349.1296
PE_head_FA(19:2(OH)),365.124515
PE_head_FA(9:1),429.05576
PE_head_FA(9:1),351.14525
PE_head_FA(9:1(OH)),367.140165
PE_head_FA(9:0),353.1609
PE_head_FA(9:0(OH)),369.155815
PE_head_FA(9:5(OH)),359.077565
